name,Nationality,Current status,Gender,Build,First appeared,Last appeared,Affiliation,Title,Rank,Date of death,First mentioned,Last mentioned,Date of birth,Eyes,Ajah,Hair,Height,Occupation,Clan,Sept,Society,Weight,Race,Hair color,Eye color
Aghan,Saldaean,Alive,Male,NA,KOD 27,KOD 27,Davram Bashere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Aginor,NA,Dead,Male,NA,TEOTW 50,TEOTW 52,NA,NA,Chosen,998 NE,TEOTW 1,AMOL 18,Age of Legends,NA,NA,NA,Tall,NA,NA,NA,NA,NA,NA,NA,NA
Haviar Agora,Tairen,Alive,Male,NA,NA,NA,Cha Faile,NA,NA,NA,COT 5,KOD 29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenley Ahan,Andoran,Dead,Male,NA,TEOTW Ravens,TSR 40,Two Rivers,NA,NA,999 NE,NA,TSR 43,979 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ailron Rovere Lukan,Amadician,Dead,Male,Delicate,LOC Prologue,LOC Prologue,NA,"King and Defender of Amadicia, Guardian of the Southern Gate",King,1000 NE,TFOH 16,KOD 12,NA,NA,NA,"Dark, wavy, receding",NA,NA,NA,NA,NA,NA,NA,NA,NA
Dermid Ajala,Tairen,Alive,Male,NA,TDR 50,TDR 53,NA,NA,NA,NA,NA,NA,NA,Pale blue,NA,Dark,NA,Blacksmith,NA,NA,NA,NA,NA,NA,NA
Ajimbura,Seanchan,Alive,Male,NA,COT 4,KOD 36,NA,NA,So'jhin,NA,NA,NA,NA,Blue,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA
Chin Akima,Unknown nationality,Dead,Male,NA,NA,NA,Chin Akima,NA,NA,999 NE,TFOH 36,TFOH 47,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA
Kevrim al'Azar,Andoran,Alive,Male,NA,TSR 56,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adan al'Caar,Andoran,Alive,Male,NA,NA,NA,Two Rivers,NA,NA,NA,TEOTW 2,TEOTW 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jac al'Caar,Andoran,Alive,Male,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paet al'Caar,Andoran,Alive,Male,NA,TEOTW Ravens,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tod al'Caar,Andoran,Alive,Male,Lanky,ACOS 1,TGS 17,Perrin Aybara,NA,NA,NA,NA,TOM Prologue,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Wil al'Caar,Andoran,Alive,Male,NA,NA,NA,Two Rivers,NA,NA,NA,TEOTW 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bili al'Dai,Andoran,Dead,Male,NA,TSR 33,TSR 40,Two Rivers,NA,NA,999 NE,NA,TSR 43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hu al'Dai,Andoran,Alive,Male,NA,TSR 43,TSR 43,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lem al'Dai,Andoran,Alive,Male,NA,WH 6,WH 6,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rad al'Dai,Andoran,Alive,Male,NA,ACOS 3,WH 6,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Had al'Lora,Andoran,Alive,Male,Lean,KOD 26,KOD 26,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Gren al'Mar,Andoran,NA,Male,NA,NA,NA,Two Rivers,NA,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Blacksmith,NA,NA,NA,NA,NA,NA,NA
Master al'Meara,Andoran,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TSR 46,NA,NA,NA,NA,NA,NA,Farmer,NA,NA,NA,NA,NA,NA,NA
Montem al'San,Andoran,Alive,Male,NA,TOM 10,TOM 10,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Ban al'Seen,Andoran,Alive,Male,NA,TSR 33,AMOL 15,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Jac al'Seen,Andoran,Alive,Male,Stocky,TSR 32,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,"Balding, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA
Saml al'Seen,Andoran,Alive,Male,NA,KOD Epilogue,KOD Epilogue,Black Tower,NA,Soldier (Asha'man),NA,NA,NA,NA,NA,NA,Dark,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA
Wil al'Seen,Andoran,Alive,Male,NA,TSR 32,TOM 40,Perrin Aybara,NA,NA,NA,TEOTW 25,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Wit al'Seen,Andoran,Alive,Male,Stocky,TSR 32,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,Bald,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dael al'Taron,Andoran,Dead,Male,NA,TSR 40,TSR 40,Two Rivers,NA,NA,999 NE,NA,TSR 43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azi al'Thone,Andoran,Alive,Male,NA,TOM 10,TOM 53,Perrin Aybara,NA,NA,NA,TOM Prologue,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Dav al'Thone,Andoran,Alive,Male,NA,AMOL 15,AMOL 15,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rand al'Thor,Andoran,Alive,Male,Muscular,TEOTW Ravens,AMOL Epilogue,NA,"Dragon Reborn, Coramoor, Car'a'carn, He Who Comes With the Dawn, Shadowkiller, King of Illian, Lord of the Morning",King,NA,NS 2,NA,2 Danu 978 NE,Gray-blue,NA,Dark red,"6' 6"", 198cm",NA,NA,NA,NA,"235 lbs, 16 st 11 lbs, 106.6 kg",NA,NA,NA
Tam al'Thor,Andoran,Alive,Male,NA,TEOTW Ravens,AMOL Epilogue,Perrin Aybara,Village Councilor,First Captain,NA,NA,NA,940 NE,NA,NA,Gray,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Alwyn al'Van,Andoran,Alive,Male,NA,NA,NA,Two Rivers,NA,NA,NA,TGH 2,TGH 2,NA,NA,NA,NA,NA,bootmaker,NA,NA,NA,NA,NA,NA,NA
Bran al'Vere,Andoran,Alive,Male,NA,TEOTW Ravens,TSR 56,Two Rivers,Mayor,NA,NA,NA,AMOL 13,937 NE,Brown,NA,Gray,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA
Turak Aladon,Seanchan,Dead,Male,NA,TGH 29,TGH 45,NA,NA,High Lord,998 NE,NA,TGS 35,NA,Dark,NA,Shaved,Tall,NA,NA,NA,NA,NA,NA,NA,NA
Alalved,Aiel,Foreseen,Male,NA,NA,NA,NA,NA,NA,NA,TOM 49,NA,NA,NA,NA,NA,Tall,Clan chief,Tomanelle,Unknown sept,NA,NA,NA,NA,NA
Alarch,Aiel,Foreseen,Male,NA,TOM 49,TOM 49,NA,Child of the Dragon,NA,NA,NA,NA,NA,NA,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldan,Unknown nationality,Alive,Male,NA,NA,NA,Gareth Bryne,NA,Captain,NA,TGS 24,TGS 24,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Nalesean Aldiaya,Tairen,Dead,Male,Blocky,NA,ACOS 38,Band of the Red Hand,Lord,Banner-General,1000 NE,TFOH 44,AMOL 15,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Aldin,Amadician,Alive,Male,Square-shouldered,KOD 30,TOM 34,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tall,Gai'shain,NA,NA,NA,NA,NA,NA,NA
Weilin Aldragoran,Malkier,Alive,Male,NA,KOD 20,TOM 23,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA
Alhandrin Torelvin,Cairhienin,Alive,Male,NA,NA,NA,Band of the Red Hand,NA,Officer,NA,LOC 5,LOC 5,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Alhanra,Unknown nationality,Alive,Male,NA,NA,NA,Children of the Light,NA,NA,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Furen Alharra,Tairen,Alive,Male,Lean,TPOD 7,KOD 30,The Dragon Reborn,Gaidin,NA,NA,LOC 43,NA,NA,Dark,NA,"Curly, black streaked with gray.",Tall,Warder,NA,NA,NA,NA,NA,NA,NA
Alijha,NA,Dead,Male,NA,TSR 25,TSR 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Da'shain Aiel,NA,NA,NA,NA,NA,NA
Alin,Domani,Alive,Male,NA,NA,NA,Dragon Reborn,NA,NA,NA,TOM 21,TOM 21,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Alix,Unknown nationality,Presumed Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Allin,Andoran,Alive,Male,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Rulan Allwine,Andoran,Alive,Male,Stout,TEOTW 33,TEOTW 33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA
Alsalam Saeed Almadar,Domani,Dead,Male,NA,TOM 32,AMOL 24,NA,"Lord of Almadar, High Seat of House Almadar",King,1000 NE,LOC 6,AMOL Epilogue,NA,NA,NA,"Gray, shoulder-length",NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramsid Almadar,Domani,Dead,Male,NA,LOC 6,LOC 6,NA,Lord,Prince,1000 NE,LOC 6,LOC 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirin Almeyda,Ghealdanin,Dead,Male,NA,NA,NA,NA,King of Ghealdan,King,NA,RPG,RPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alric,Unknown nationality,Dead,Male,Slender,TSR 47,TSR 47,White Tower,Gaidin,NA,999 NE,TGH 2,TGS 8,NA,NA,NA,Gray,Tall,Warder,NA,NA,NA,NA,NA,NA,NA
Sorelana Alsahhan,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,COT 7,COT 7,NA,NA,NA,NA,NA,Author,NA,NA,NA,NA,NA,NA,NA
Alvon,Amadician,Alive,Male,Stocky,KOD 5,KOD 28,Faile Bashere,NA,NA,NA,NA,NA,NA,NA,NA,NA,Short,Gai'shain,NA,NA,NA,NA,NA,NA,NA
Boral Amadia,Taraboner,Dead,Male,NA,NA,NA,Artur Hawkwing,Lord,General,NA,RPG,RPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guaire Amalasan,Darmovanin,Dead,Male,NA,NA,NA,NA,False Dragon,NA,FY 943,TEOTW 14,WH 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amel din Monaga Stone Anchor,Atha'an Miere,Alive,Male,NA,NA,NA,Atha'an Miere,NA,Swordmaster,NA,KOD 22,KOD 22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jasfer Anan,Altaran,Alive,Male,NA,ACOS 17,WH 29,NA,NA,NA,NA,NA,KOD 9,NA,NA,NA,Gray,NA,Ship captain,NA,NA,NA,NA,NA,NA,NA
Ross Anan,Altaran,Alive,Male,NA,WH 19,WH 29,NA,NA,NA,NA,NA,WH 29,NA,NA,NA,NA,NA,Sailor,NA,NA,NA,NA,NA,NA,NA
Andere,Malkieri,Alive,Male,Lean,NS 15,AMOL 37,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,Long,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estean Andiama,Tairen,Alive,Male,NA,TSR 2,KOD 26,Band of the Red Hand,Lord,Banner-General,NA,NA,AMOL Prologue,NA,NA,NA,Lanky,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Torean Andiama,Tairen,Alive,Male,NA,TSR 3,TGS 42,The Dragon Reborn,Lord,High Lord of Tear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andric,Taraboner,Dead,Male,NA,TSR 38,TSR 38,Tarabon,King of Tarabon,King,1000 NE,NA,ACOS 26,NA,NA,NA,Graying,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andris,Illianer,Dead,Male,NA,LOC 16,LOC 16,Sammael,NA,NA,999 NE,NA,LOC 23,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andro,Unknown nationality,Dead,Male,Lean,NS 5,NS 5,White Tower,Gaidin,NA,979 NE,NA,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Anghar,Seanchan,Alive,Male,NA,TPOD 23,TPOD 23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Ryn Anhara,Unknown nationality,Alive,Male,NA,NA,NA,School of Cairhien,NA,NA,NA,WH Prologue,WH Prologue,NA,NA,NA,NA,NA,Inventor,NA,NA,NA,NA,NA,NA,NA
Petra Anhill,Unknown nationality,Alive,Male,Huge,TFOH 17,AMOL 11,Valan Luca,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shorter than Mat, but twice as wide",Entertainer,NA,NA,NA,NA,NA,NA,NA
Anjen,Unknown nationality,Dead,Male,NA,NA,NA,NA,Gaidin,NA,984 NE,LOC 30,LOC 30,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Ankaer,Domani,Dead,Male,Lanky,COT Prologue,TOM 21,Dragon Reborn,Lord,Lord,1000 NE,NA,TOM 32,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Dalthanes Annallin,Cairhienin,Alive,Male,NA,TPOD 21,TPOD 24,Dragon Reborn,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daricain Annallin,Cairhienin,Alive,Male,Slender,TFOH 30,TFOH 30,NA,Lord,Lieutenant,NA,NA,NA,NA,NA,NA,Shaved,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Anselan,Unknown nationality,Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,TFOH 24,TFOH 36,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Antail,NA,Alive,Male,NA,TOM 24,AMOL 18,Rand al'Thor,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA
Antol,Kandori,Alive,Male,NA,NA,AMOL 7,Kandor,Prince,NA,NA,NS 25,NA,964 NE,NA,NA,NA,Tall,NA,NA,NA,NA,NA,NA,NA,NA
Yilvas Antos,Arad Doman,Alive,Male,NA,NA,NA,NA,Lord,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA
Ara,Andoran,Alive,Male,NA,TEOTW 14,TEOTW 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Attendant,NA,NA,NA,Slight,NA,NA,NA
Gueye Arabah,Seanchan,Alive,Male,NA,KOD 29,KOD 29,NA,NA,Lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aracome,Tairen,Dead,Male,Slender,TFOH 46,TPOD 23,The Dragon Reborn,High Lord of Tear,NA,1000 NE,TSR 21,NA,NA,NA,NA,Graying,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arad,Manetheren,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TEOTW 18,TEOTW 18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aram,Tuatha'an,Dead,Male,Slender,TEOTW 25,KOD 30,Masema Dagar,NA,NA,1000 NE,NA,AMOL 37,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aran,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TWORJTWOT,TWORJTWOT,50 AB,NA,NA,NA,NA,Author,NA,NA,NA,NA,Ogier,NA,NA
Jorin Arene,Amadicia,Alive,Male,NA,NA,NA,Darkfriend,NA,NA,NA,TFOH 18,TFOH 18,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA
Arent,NA,Alive,Male,NA,NA,NA,NA,Elder,Elder,NA,TEOTW 36,AMOL 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA
Gerard Arganda,Ghealdanin,Alive,Male,Squat,WH 2,AMOL 39,Perrin Aybara,NA,First Captain,NA,NA,NA,NA,Dark,NA,Graying,Short,Soldier,NA,NA,NA,NA,NA,NA,NA
Aried,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,LOC 50,LOC 50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA
Arin,Andoran,Alive,Male,NA,TEOTW 17,TEOTW 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watchman,NA,NA,NA,NA,NA,NA,NA
Arinvar,Cairhienin,Alive,Male,Slender,TFOH 27,KOD 1,White Tower,Gaidin,NA,NA,NA,TGS 43,NA,NA,NA,Graying,Short,Warder,NA,NA,NA,NA,NA,NA,NA
Cieryl Arjuna,Tairen,Dead,Male,Gangly,TPOD 1,KOD 32,Rebel Aes Sedai,Gaidin,NA,1000 NE,NA,NA,NA,NA,NA,NA,Tall,Warder,NA,NA,NA,NA,NA,NA,NA
Dawlin Armaghn,Andoran,Alive,Male,NA,NA,NA,House Marne,NA,NA,NA,COT Prologue,COT Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnin,Altaran,Alive,Male,Muscular,ACOS 17,ACOS 17,Darkfriend,NA,NA,NA,NA,NA,NA,Beady,NA,Black,NA,Thug,NA,NA,NA,NA,NA,NA,NA
Arwin,Unknown nationality,Alive,Male,NA,LOC Prologue,LOC Prologue,Younglings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanril Asegora,Tairen,Dead,Male,NA,TFOH 43,TFOH 44,NA,NA,NA,999 NE,NA,NA,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashin,Cairhienin,Alive,Male,NA,TGH 32,TGH 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA
Sana Ashraf,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asmodean,NA,Dead,Male,NA,TSR 36,TFOH 56,NA,NA,Chosen,999 NE,TSR 9,AMOL 37,Age of Legends,Dark,NA,Dark,Tall,NA,NA,NA,NA,NA,NA,NA,NA
Rhadam Asunawa,Unknown nationality,Dead,Male,Gaunt,LOC 31,TOM 2,Hand of the Light,NA,High Inquisitor,1000 NE,LOC 9,NA,NA,"Deep-set, Dark",NA,Gray,NA,Inquisitor,NA,NA,NA,NA,NA,NA,NA
Willim Avarhin,Andoran,Dead,Male,NA,NA,NA,NA,Lord,NA,NA,WH 10,WH 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avin,Andoran,Alive,Male,NA,TEOTW 13,TEOTW 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gatekeeper,NA,NA,NA,NA,NA,NA,NA
Awlsten,NA,Alive,Male,NA,AMOL 24,AMOL 24,Rand al'Thor,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA
Con Aybara,Andoran,Dead,Male,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,999 NE,NA,AMOL 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slim,NA,NA,NA
Eward Aybara,Andoran,Dead,Male,Stout,NA,NA,Two Rivers,NA,NA,999 NE,TSR 29,TSR 40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaim Aybara,Andoran,Alive,Male,NA,TSR 53,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,"Dark, curly",NA,NA,NA,NA,NA,NA,NA,NA,NA
Paetram Aybara,Andoran,Dead,Male,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,999 NE,NA,TSR 56,990 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perrin Aybara,Andoran,Alive,Male,NA,TEOTW Ravens,AMOL Epilogue,Wolfbrother,Wolf King,Lord of the Two Rivers,NA,NA,NA,978 NE,"Yellow / Gold, previously Dark Brown",NA,Brown,"6' 1½"", 187 cm",Blacksmith,NA,NA,NA,"235-245 lbs, 106.6-111.1 kg",NA,NA,NA
Jared Aydaer,Andoran,Dead,Male,NA,TSR 40,TSR 40,Two Rivers,NA,NA,999 NE,NA,TSR 43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pel Aydaer,Andoran,Alive,Male,NA,TSR 42,LOC Prologue,Perrin Aybara,NA,NA,NA,TEOTW 30,TOM 6,NA,NA,NA,Bald,NA,Furniture maker,NA,NA,NA,NA,NA,NA,NA
Dav Ayellin,Andoran,Alive,Male,Stocky,TSR 43,TSR 56,Two Rivers,NA,NA,NA,TEOTW Ravens,LOC Prologue,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jon Ayellin,Andoran,Alive,Male,Hulking,LOC Prologue,TOM 40,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,Bald,NA,NA,NA,NA,NA,NA,NA,NA,NA
Get Ayliah,Andoran,Alive,Male,NA,WH 2,COT 25,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Azereos,Illianer,Alive,Male,NA,WH 32,WH 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA
Bael,Aiel,Alive,Male,NA,TSR 57,AMOL 6,Car'a'carn,NA,NA,NA,TSR 49,AMOL 26,NA,NA,NA,"Red, graying","6'10"" or 208 cm.",Clan chief,Goshien,NA,NA,"275lbs, 19st 9lb, 124.7kg",NA,NA,NA
Baelder,Aiel,Alive,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Aethan Dor,NA,NA,NA,NA
Bakh,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,1000 NE,AMOL 9,AMOL 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Assid Bakuun,Seanchan,Unknown,Male,NA,TPOD 22,TPOD 22,Ever Victorious Army,NA,Captain,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Hafeen Bakuvun,Domani,Alive,Male,Stout,KOD 16,KOD 35,House Trakand,NA,Captain,NA,NA,NA,NA,NA,NA,"Gray, thinning",Short,Mercenary,NA,NA,NA,NA,NA,NA,NA
Balat,Domani,NA,Male,Lean,KOD 8,NA,Valan Luca,NA,NA,NA,NA,KOD 11,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA
Baldhere,Kandori,Alive,Male,Slender,TPOD Prologue,AMOL 28,Kandor,Swordbearer,General,NA,NA,NA,NA,NA,NA,White at temples,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balinor,Unknown nationality,Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,LOC 11,LOC 11,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Balthamel,NA,Dead,Male,NA,TEOTW 50,TEOTW 50,NA,NA,Chosen,998 NE,TEOTW 42,ACOS 8,Age of Legends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balthaz,Taraboner,Alive,Male,NA,NA,NA,NA,Lord,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sebban Balwer,Amadician,Alive,Male,Small,LOC Prologue,AMOL 1,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small,Secretary,NA,NA,NA,NA,NA,NA,NA
Banas,Ghealdanin,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TDR 8,TDR 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vilnar Barada,Saldaean,Alive,Male,NA,LOC 45,LOC 45,Davram Bashere,NA,Under-lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Baran,Tairen,Dead,Male,NA,TSR 2,TSR 2,NA,Lord,NA,999 NE,NA,TFOH 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barettal,Domani,Alive,Male,NA,TOM 21,TOM 21,Dragon Reborn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Bari (entertainer),Unknown nationality,Alive,Male,NA,TFOH 17,TFOH 48,Valan Luca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA
Bari (servant),Andoran,Alive,Male,NA,LOC 19,LOC 20,Andor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA
Baris,Altaran,Alive,Male,NA,LOC 52,LOC 52,NA,NA,NA,NA,NA,LOC 52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barlden,Murandian,Alive,Male,Sturdy,TGS 27,TGS 28,Hinderstap,NA,NA,NA,NA,NA,NA,NA,NA,Black,NA,Mayor,NA,NA,NA,NA,NA,NA,NA
Barlett,Unknown nationality,Alive,Male,Lean,TOM Prologue,TOM Prologue,Children of the Light,NA,Scout leader,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Barmellin,Cairhienin,Alive,Male,NA,WH 35,WH 35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farmer,NA,NA,NA,NA,NA,NA,NA
